sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.0163;-0.1413;9.0178;0.0;;;;NaN;;;;0 / 0;4271506;2018-04-04 21:38:34:072
0.5704;0.8727;6.368;0.0;;;;NaN;;;;0 / 0;4272006;2018-04-04 21:38:34:572
0.425;0.4351;9.6546;0.0;;;;NaN;;;;0 / 0;4272506;2018-04-04 21:38:35:072
0.3537;0.2999;9.6127;0.0;;;;NaN;;;;0 / 0;4273007;2018-04-04 21:38:35:573
0.1089;0.6243;9.2829;0.0;;;;NaN;;;;0 / 0;4273506;2018-04-04 21:38:36:072
-0.2526;0.5213;9.4146;0.0;;;;NaN;;;;0 / 0;4274006;2018-04-04 21:38:36:572
0.2837;0.7368;9.6965;0.0;;;;NaN;;;;0 / 0;4274506;2018-04-04 21:38:37:072
0.3442;0.5501;9.3541;0.0;;;;NaN;;;;0 / 0;4275006;2018-04-04 21:38:37:572
0.3675;0.6991;9.3631;0.0;;;;NaN;;;;0 / 0;4275506;2018-04-04 21:38:38:072
0.9439;1.0732;9.733;0.0;;;;NaN;;;;0 / 0;4276006;2018-04-04 21:38:38:572
0.264;0.8517;9.8791;0.0;;;;NaN;;;;0 / 0;4276507;2018-04-04 21:38:39:073
-0.6189;1.2019;9.2009;0.0;;;;NaN;;;;0 / 0;4277006;2018-04-04 21:38:39:572
0.0084;-0.7518;9.2494;0.0;;;;NaN;;;;0 / 0;4277507;2018-04-04 21:38:40:073
0.1939;0.3513;9.4607;0.0;;;;NaN;;;;0 / 0;4278006;2018-04-04 21:38:40:572
-0.1119;0.4483;9.6385;0.0;;;;NaN;;;;0 / 0;4278506;2018-04-04 21:38:41:072
1.7514;0.8865;9.9838;0.0;;;;NaN;;;;0 / 0;4279007;2018-04-04 21:38:41:573
0.8984;0.8206;9.4571;0.0;;;;NaN;;;;0 / 0;4279506;2018-04-04 21:38:42:072
-0.0114;0.4902;9.1034;0.0;;;;NaN;;;;0 / 0;4280007;2018-04-04 21:38:42:573
-0.3232;0.7667;9.1237;0.0;;;;NaN;;;;0 / 0;4280506;2018-04-04 21:38:43:072
0.3986;1.0971;9.6839;0.0;;;;NaN;;;;0 / 0;4281006;2018-04-04 21:38:43:572
0.2173;0.4369;9.6816;0.0;;;;NaN;;;;0 / 0;4281507;2018-04-04 21:38:44:073
0.7554;-0.1466;9.5517;0.0;;;;NaN;;;;0 / 0;4282006;2018-04-04 21:38:44:572
0.5561;-0.1089;9.4182;0.0;;;;NaN;;;;0 / 0;4282507;2018-04-04 21:38:45:073
0.0748;0.24;9.3039;0.0;;;;NaN;;;;0 / 0;4283006;2018-04-04 21:38:45:572
-0.2041;0.7542;9.1369;0.0;;;;NaN;;;;0 / 0;4283506;2018-04-04 21:38:46:072
-0.1407;0.3897;9.6187;0.0;;;;NaN;;;;0 / 0;4284007;2018-04-04 21:38:46:573
0.6087;0.1586;9.7223;0.0;;;;NaN;;;;0 / 0;4284506;2018-04-04 21:38:47:072
0.8068;-0.6734;9.6151;0.0;;;;NaN;;;;0 / 0;4285007;2018-04-04 21:38:47:573
0.9385;-0.5986;9.3553;0.0;;;;NaN;;;;0 / 0;4285506;2018-04-04 21:38:48:072
0.9062;0.2855;9.4038;0.0;;;;NaN;;;;0 / 0;4286007;2018-04-04 21:38:48:573
0.3693;0.1335;9.429;0.0;;;;NaN;;;;0 / 0;4286506;2018-04-04 21:38:49:072
-0.2029;0.3813;9.4547;0.0;;;;NaN;;;;0 / 0;4287007;2018-04-04 21:38:49:573
0.1736;0.2801;9.8928;0.0;;;;NaN;;;;0 / 0;4287506;2018-04-04 21:38:50:072
1.6041;0.3956;9.505;0.0;;;;NaN;;;;0 / 0;4288007;2018-04-04 21:38:50:573
1.3815;-0.4603;9.0944;0.0;;;;NaN;;;;0 / 0;4288506;2018-04-04 21:38:51:072
1.6903;-0.1933;9.1285;0.0;;;;NaN;;;;0 / 0;4289006;2018-04-04 21:38:51:572
1.1349;0.5142;10.0143;0.0;;;;NaN;;;;0 / 0;4289506;2018-04-04 21:38:52:072
0.1371;0.0605;9.6295;0.0;;;;NaN;;;;0 / 0;4290006;2018-04-04 21:38:52:572
-0.0982;0.2927;9.3206;0.0;;;;NaN;;;;0 / 0;4290506;2018-04-04 21:38:53:072
0.4627;0.0365;9.1883;0.0;;;;NaN;;;;0 / 0;4291006;2018-04-04 21:38:53:572
1.0552;-0.1197;9.2674;0.0;;;;NaN;;;;0 / 0;4291507;2018-04-04 21:38:54:073
1.3635;-0.4914;9.5547;0.0;;;;NaN;;;;0 / 0;4292006;2018-04-04 21:38:54:572
0.5345;-0.0359;9.9012;0.0;;;;NaN;;;;0 / 0;4292507;2018-04-04 21:38:55:073
0.3448;-0.006;9.7091;0.0;;;;NaN;;;;0 / 0;4293006;2018-04-04 21:38:55:572
-0.0347;-0.1113;9.3158;0.0;;;;NaN;;;;0 / 0;4293506;2018-04-04 21:38:56:072
0.1113;0.3627;9.2668;0.0;;;;NaN;;;;0 / 0;4294006;2018-04-04 21:38:56:572
-0.2257;0.1975;9.478;0.0;;;;NaN;;;;0 / 0;4294507;2018-04-04 21:38:57:073
0.3352;-0.3448;9.5463;0.0;;;;NaN;;;;0 / 0;4295006;2018-04-04 21:38:57:572
0.5764;-0.577;9.5565;0.0;;;;NaN;;;;0 / 0;4295506;2018-04-04 21:38:58:072
0.7596;-0.6159;9.6361;0.0;;;;NaN;;;;0 / 0;4296006;2018-04-04 21:38:58:572
0.1784;0.0922;9.5906;0.0;;;;NaN;;;;0 / 0;4296506;2018-04-04 21:38:59:072
-0.3938;0.3262;9.3482;0.0;;;;NaN;;;;0 / 0;4297007;2018-04-04 21:38:59:573
-0.3561;0.4226;9.335;0.0;;;;NaN;;;;0 / 0;4297506;2018-04-04 21:39:00:072
0.1664;0.088;9.6768;0.0;;;;NaN;;;;0 / 0;4298007;2018-04-04 21:39:00:573
0.6506;-0.5405;9.6768;0.0;;;;NaN;;;;0 / 0;4298507;2018-04-04 21:39:01:073
0.68;-0.6955;9.4314;0.0;;;;NaN;;;;0 / 0;4299006;2018-04-04 21:39:01:572
0.559;-0.3723;9.3446;0.0;;;;NaN;;;;0 / 0;4299506;2018-04-04 21:39:02:072
0.0856;0.0383;9.5134;0.0;;;;NaN;;;;0 / 0;4300007;2018-04-04 21:39:02:573
-0.1203;0.5285;9.7498;0.0;;;;NaN;;;;0 / 0;4300506;2018-04-04 21:39:03:072
-0.3352;0.7524;9.6738;0.0;;;;NaN;;;;0 / 0;4301007;2018-04-04 21:39:03:573
0.1107;0.1556;9.4224;0.0;;;;NaN;;;;0 / 0;4301506;2018-04-04 21:39:04:072
0.2394;-0.5201;9.1794;0.0;;;;NaN;;;;0 / 0;4302007;2018-04-04 21:39:04:573
0.489;-0.656;9.4547;0.0;;;;NaN;;;;0 / 0;4302506;2018-04-04 21:39:05:072
0.677;0.1419;9.8354;0.0;;;;NaN;;;;0 / 0;4303007;2018-04-04 21:39:05:573
0.4136;0.3897;9.7905;0.0;;;;NaN;;;;0 / 0;4303507;2018-04-04 21:39:06:073
-0.4471;0.6123;9.4176;0.0;;;;NaN;;;;0 / 0;4304006;2018-04-04 21:39:06:572
-0.6087;0.5578;9.329;0.0;;;;NaN;;;;0 / 0;4304507;2018-04-04 21:39:07:073
0.1514;0.091;9.3781;0.0;;;;NaN;;;;0 / 0;4305006;2018-04-04 21:39:07:572
0.5124;-0.3484;9.4403;0.0;;;;NaN;;;;0 / 0;4305506;2018-04-04 21:39:08:072
0.8559;-0.3897;9.3482;0.0;;;;NaN;;;;0 / 0;4306006;2018-04-04 21:39:08:572
0.8936;-0.413;9.511;0.0;;;;NaN;;;;0 / 0;4306506;2018-04-04 21:39:09:072
0.4471;0.6159;9.7504;0.0;;;;NaN;;;;0 / 0;4307007;2018-04-04 21:39:09:573
-0.5525;0.738;9.1075;0.0;;;;NaN;;;;0 / 0;4307506;2018-04-04 21:39:10:072
0.182;0.6345;9.2877;0.0;;;;NaN;;;;0 / 0;4308006;2018-04-04 21:39:10:572
0.3256;0.489;9.4804;0.0;;;;NaN;;;;0 / 0;4308506;2018-04-04 21:39:11:072
1.3665;-0.5255;8.6485;0.0;;;;NaN;;;;0 / 0;4309006;2018-04-04 21:39:11:572
0.9451;-0.3873;9.7097;0.0;;;;NaN;;;;0 / 0;4309507;2018-04-04 21:39:12:073
0.6111;-0.3083;9.7282;0.0;;;;NaN;;;;0 / 0;4310006;2018-04-04 21:39:12:572
-0.0593;0.2394;9.4242;0.0;;;;NaN;;;;0 / 0;4310507;2018-04-04 21:39:13:073
-0.5088;0.5968;9.2805;0.0;;;;NaN;;;;0 / 0;4311006;2018-04-04 21:39:13:572
-0.2699;0.3424;9.6283;0.0;;;;NaN;;;;0 / 0;4311507;2018-04-04 21:39:14:073
0.3035;0.1395;9.6109;0.0;;;;NaN;;;;0 / 0;4312006;2018-04-04 21:39:14:572
0.4884;-0.3938;9.3009;0.0;;;;NaN;;;;0 / 0;4312506;2018-04-04 21:39:15:072
0.5674;-0.6596;9.3673;0.0;;;;NaN;;;;0 / 0;4313006;2018-04-04 21:39:15:572
0.929;-0.1065;9.8557;0.0;;;;NaN;;;;0 / 0;4313506;2018-04-04 21:39:16:072
0.6967;0.3897;9.6355;0.0;;;;NaN;;;;0 / 0;4314007;2018-04-04 21:39:16:573
0.4561;0.4657;9.2847;0.0;;;;NaN;;;;0 / 0;4314506;2018-04-04 21:39:17:072
0.7524;0.5812;9.0231;0.0;;;;NaN;;;;0 / 0;4315007;2018-04-04 21:39:17:573
1.2432;0.4399;9.5283;0.0;;;;NaN;;;;0 / 0;4315506;2018-04-04 21:39:18:072
1.7454;0.0479;9.7743;0.0;;;;NaN;;;;0 / 0;4316007;2018-04-04 21:39:18:573
1.8184;-0.1024;9.5355;0.0;;;;NaN;;;;0 / 0;4316506;2018-04-04 21:39:19:072
1.4425;0.1993;9.4026;0.0;;;;NaN;;;;0 / 0;4317007;2018-04-04 21:39:19:573
0.9852;0.756;9.3356;0.0;;;;NaN;;;;0 / 0;4317506;2018-04-04 21:39:20:072
0.6488;0.978;9.4158;0.0;;;;NaN;;;;0 / 0;4318006;2018-04-04 21:39:20:572
1.1073;0.7039;9.3164;0.0;;;;NaN;;;;0 / 0;4318506;2018-04-04 21:39:21:072
2.8862;0.2939;9.505;0.0;;;;NaN;;;;0 / 0;4319006;2018-04-04 21:39:21:572
2.1171;-0.0233;9.4918;0.0;;;;NaN;;;;0 / 0;4319506;2018-04-04 21:39:22:072
1.7723;0.0287;9.3236;0.0;;;;NaN;;;;0 / 0;4320006;2018-04-04 21:39:22:572
1.7771;0.4345;9.4691;0.0;;;;NaN;;;;0 / 0;4320507;2018-04-04 21:39:23:073
1.2276;0.7434;9.4661;0.0;;;;NaN;;;;0 / 0;4321006;2018-04-04 21:39:23:572
0.8984;0.9948;9.578;0.0;;;;NaN;;;;0 / 0;4321507;2018-04-04 21:39:24:073
1.2977;0.7889;9.599;0.0;;;;NaN;;;;0 / 0;4322006;2018-04-04 21:39:24:572
1.5305;0.3705;9.3494;0.0;;;;NaN;;;;0 / 0;4322507;2018-04-04 21:39:25:073
1.9662;0.0892;9.3206;0.0;;;;NaN;;;;0 / 0;4323006;2018-04-04 21:39:25:572
1.9291;-0.0694;9.417;0.0;;;;NaN;;;;0 / 0;4323506;2018-04-04 21:39:26:072
1.7059;0.5842;9.7073;0.0;;;;NaN;;;;0 / 0;4324006;2018-04-04 21:39:26:572
1.3461;0.6644;9.5954;0.0;;;;NaN;;;;0 / 0;4324506;2018-04-04 21:39:27:072
0.8853;0.9349;9.2183;0.0;;;;NaN;;;;0 / 0;4325007;2018-04-04 21:39:27:573
1.0834;0.8667;9.2901;0.0;;;;NaN;;;;0 / 0;4325506;2018-04-04 21:39:28:072
1.582;0.4579;9.3937;0.0;;;;NaN;;;;0 / 0;4326007;2018-04-04 21:39:28:573
1.7136;0.3083;9.4912;0.0;;;;NaN;;;;0 / 0;4326506;2018-04-04 21:39:29:072
1.9513;0.0108;9.5415;0.0;;;;NaN;;;;0 / 0;4327006;2018-04-04 21:39:29:572
1.6825;0.2801;9.4649;0.0;;;;NaN;;;;0 / 0;4327506;2018-04-04 21:39:30:072
0.9355;0.6261;9.5577;0.0;;;;NaN;;;;0 / 0;4328006;2018-04-04 21:39:30:572
0.1425;0.7811;9.2446;0.0;;;;NaN;;;;0 / 0;4328506;2018-04-04 21:39:31:072
-0.091;0.1437;9.1991;0.0;;;;NaN;;;;0 / 0;4329006;2018-04-04 21:39:31:572
0.4088;-0.0084;9.3895;0.0;;;;NaN;;;;0 / 0;4329507;2018-04-04 21:39:32:073
1.1803;-0.6901;9.6367;0.0;;;;NaN;;;;0 / 0;4330006;2018-04-04 21:39:32:572
0.8368;-0.8398;9.6804;0.0;;;;NaN;;;;0 / 0;4330507;2018-04-04 21:39:33:073
1.5431;0.1963;9.9431;0.0;;;;NaN;;;;0 / 0;4331006;2018-04-04 21:39:33:572
0.3316;0.2448;9.5277;0.0;;;;NaN;;;;0 / 0;4331507;2018-04-04 21:39:34:073
-0.4543;0.1454;9.5349;0.0;;;;NaN;;;;0 / 0;4332006;2018-04-04 21:39:34:572
0.2652;0.3645;8.9483;0.0;;;;NaN;;;;0 / 0;4332507;2018-04-04 21:39:35:073
0.5375;-0.0168;9.578;0.0;;;;NaN;;;;0 / 0;4333006;2018-04-04 21:39:35:572
1.7119;-0.2795;10.0341;0.0;;;;NaN;;;;0 / 0;4333507;2018-04-04 21:39:36:073
1.1229;-0.4226;9.5547;0.0;;;;NaN;;;;0 / 0;4334006;2018-04-04 21:39:36:572
0.7219;0.1838;9.42;0.0;;;;NaN;;;;0 / 0;4334506;2018-04-04 21:39:37:072
-0.267;-0.0946;9.4906;0.0;;;;NaN;;;;0 / 0;4335006;2018-04-04 21:39:37:572
-0.2682;0.7153;9.6654;0.0;;;;NaN;;;;0 / 0;4335506;2018-04-04 21:39:38:072
0.2622;0.1634;9.6325;0.0;;;;NaN;;;;0 / 0;4336007;2018-04-04 21:39:38:573
0.8248;-0.3148;9.3751;0.0;;;;NaN;;;;0 / 0;4336506;2018-04-04 21:39:39:072
0.8763;-0.3765;9.4834;0.0;;;;NaN;;;;0 / 0;4337007;2018-04-04 21:39:39:573
0.8027;-0.1257;9.1931;0.0;;;;NaN;;;;0 / 0;4337506;2018-04-04 21:39:40:072
0.4675;0.2634;9.593;0.0;;;;NaN;;;;0 / 0;4338007;2018-04-04 21:39:40:573
0.3089;0.1676;9.7258;0.0;;;;NaN;;;;0 / 0;4338516;2018-04-04 21:39:41:082
0.1454;-0.0048;9.7534;0.0;;;;NaN;;;;0 / 0;4339007;2018-04-04 21:39:41:573
0.5291;0.155;9.4685;0.0;;;;NaN;;;;0 / 0;4339506;2018-04-04 21:39:42:072
0.4351;-0.4615;9.2554;0.0;;;;NaN;;;;0 / 0;4340007;2018-04-04 21:39:42:573
0.2873;-0.3783;9.347;0.0;;;;NaN;;;;0 / 0;4340506;2018-04-04 21:39:43:072
0.4806;0.067;9.7761;0.0;;;;NaN;;;;0 / 0;4341006;2018-04-04 21:39:43:572
0.243;-0.1419;9.8605;0.0;;;;NaN;;;;0 / 0;4341506;2018-04-04 21:39:44:072
-0.0605;-0.097;9.5636;0.0;;;;NaN;;;;0 / 0;4342007;2018-04-04 21:39:44:573
0.2646;0.2897;9.1566;0.0;;;;NaN;;;;0 / 0;4342506;2018-04-04 21:39:45:072
-0.1395;0.5991;9.3105;0.0;;;;NaN;;;;0 / 0;4343007;2018-04-04 21:39:45:573
0.4621;0.2717;9.7498;0.0;;;;NaN;;;;0 / 0;4343506;2018-04-04 21:39:46:072
1.0906;-0.2813;9.754;0.0;;;;NaN;;;;0 / 0;4344006;2018-04-04 21:39:46:572
0.7308;-0.1616;9.5158;0.0;;;;NaN;;;;0 / 0;4344506;2018-04-04 21:39:47:072
0.5537;0.1149;9.1758;0.0;;;;NaN;;;;0 / 0;4345006;2018-04-04 21:39:47:572
0.1981;0.407;9.5301;0.0;;;;NaN;;;;0 / 0;4345506;2018-04-04 21:39:48:072
0.2687;0.5991;9.6349;0.0;;;;NaN;;;;0 / 0;4346006;2018-04-04 21:39:48:572
0.401;0.3418;9.5984;0.0;;;;NaN;;;;0 / 0;4346507;2018-04-04 21:39:49:073
0.759;-0.0688;9.505;0.0;;;;NaN;;;;0 / 0;4347006;2018-04-04 21:39:49:572
1.1271;-0.4507;9.3458;0.0;;;;NaN;;;;0 / 0;4347507;2018-04-04 21:39:50:073
0.841;-0.2047;9.496;0.0;;;;NaN;;;;0 / 0;4348006;2018-04-04 21:39:50:572
0.31;0.5764;9.6271;0.0;;;;NaN;;;;0 / 0;4348507;2018-04-04 21:39:51:073
0.1724;0.8062;9.56;0.0;;;;NaN;;;;0 / 0;4349006;2018-04-04 21:39:51:572
0.0694;0.4345;9.3871;0.0;;;;NaN;;;;0 / 0;4349506;2018-04-04 21:39:52:072
0.4232;0.1245;9.4589;0.0;;;;NaN;;;;0 / 0;4350006;2018-04-04 21:39:52:572
0.8817;0.0587;9.6756;0.0;;;;NaN;;;;0 / 0;4350507;2018-04-04 21:39:53:073
1.0127;-0.249;9.5666;0.0;;;;NaN;;;;0 / 0;4351006;2018-04-04 21:39:53:572
0.8362;-0.091;9.5187;0.0;;;;NaN;;;;0 / 0;4351506;2018-04-04 21:39:54:072
0.656;0.2628;9.7151;0.0;;;;NaN;;;;0 / 0;4352006;2018-04-04 21:39:54:572
0.2634;0.6728;9.5373;0.0;;;;NaN;;;;0 / 0;4352506;2018-04-04 21:39:55:072
-0.155;0.5884;9.0567;0.0;;;;NaN;;;;0 / 0;4353007;2018-04-04 21:39:55:573
0.8595;-0.2197;9.4224;0.0;;;;NaN;;;;0 / 0;4353506;2018-04-04 21:39:56:072
1.2821;-0.1766;9.7827;0.0;;;;NaN;;;;0 / 0;4354007;2018-04-04 21:39:56:573
1.3569;-0.334;9.675;0.0;;;;NaN;;;;0 / 0;4354506;2018-04-04 21:39:57:072
0.7973;-0.1257;9.5517;0.0;;;;NaN;;;;0 / 0;4355007;2018-04-04 21:39:57:573
0.2035;0.3178;9.4475;0.0;;;;NaN;;;;0 / 0;4355506;2018-04-04 21:39:58:072
-0.3274;0.926;9.3278;0.0;;;;NaN;;;;0 / 0;4356006;2018-04-04 21:39:58:572
-0.0874;0.5399;9.3829;0.0;;;;NaN;;;;0 / 0;4356506;2018-04-04 21:39:59:072
0.6003;0.1167;9.1967;0.0;;;;NaN;;;;0 / 0;4357006;2018-04-04 21:39:59:572
0.9278;-0.3382;9.4912;0.0;;;;NaN;;;;0 / 0;4357507;2018-04-04 21:40:00:073
1.3198;-0.3513;9.8898;0.0;;;;NaN;;;;0 / 0;4358006;2018-04-04 21:40:00:572
1.0104;-0.0096;9.8037;0.0;;;;NaN;;;;0 / 0;4358507;2018-04-04 21:40:01:073
0.228;0.2592;9.3081;0.0;;;;NaN;;;;0 / 0;4359006;2018-04-04 21:40:01:572
-0.1317;0.3885;8.9076;0.0;;;;NaN;;;;0 / 0;4359507;2018-04-04 21:40:02:073
0.0922;0.3226;9.3362;0.0;;;;NaN;;;;0 / 0;4360006;2018-04-04 21:40:02:572
0.6207;0.1903;9.9347;0.0;;;;NaN;;;;0 / 0;4360507;2018-04-04 21:40:03:073
1.7166;-0.6015;9.9581;0.0;;;;NaN;;;;0 / 0;4361006;2018-04-04 21:40:03:572
1.1061;-0.5638;9.2153;0.0;;;;NaN;;;;0 / 0;4361506;2018-04-04 21:40:04:072
0.4058;-0.0551;9.1207;0.0;;;;NaN;;;;0 / 0;4362006;2018-04-04 21:40:04:572
0.0323;0.2179;8.8568;0.0;;;;NaN;;;;0 / 0;4362506;2018-04-04 21:40:05:072
0.5632;0.568;9.8599;0.0;;;;NaN;;;;0 / 0;4363007;2018-04-04 21:40:05:573
0.8787;-0.17;9.7869;0.0;;;;NaN;;;;0 / 0;4363506;2018-04-04 21:40:06:072
1.1815;-0.8314;9.2482;0.0;;;;NaN;;;;0 / 0;4364007;2018-04-04 21:40:06:573
1.3348;-0.7703;9.1806;0.0;;;;NaN;;;;0 / 0;4364506;2018-04-04 21:40:07:072
1.0175;-0.2544;9.4882;0.0;;;;NaN;;;;0 / 0;4365007;2018-04-04 21:40:07:573
0.5549;0.3926;9.6983;0.0;;;;NaN;;;;0 / 0;4365506;2018-04-04 21:40:08:072
0.1856;0.4286;9.5271;0.0;;;;NaN;;;;0 / 0;4366007;2018-04-04 21:40:08:573
0.261;0.0988;9.3745;0.0;;;;NaN;;;;0 / 0;4366506;2018-04-04 21:40:09:072
0.8224;-0.2041;9.3733;0.0;;;;NaN;;;;0 / 0;4367006;2018-04-04 21:40:09:572
1.4234;-0.5932;9.5553;0.0;;;;NaN;;;;0 / 0;4367506;2018-04-04 21:40:10:072
1.4413;-0.6321;9.341;0.0;;;;NaN;;;;0 / 0;4368006;2018-04-04 21:40:10:572
1.0014;-0.3059;9.423;0.0;;;;NaN;;;;0 / 0;4368506;2018-04-04 21:40:11:072
0.5363;0.1712;9.6109;0.0;;;;NaN;;;;0 / 0;4369006;2018-04-04 21:40:11:572
0.267;0.4489;9.6947;0.0;;;;NaN;;;;0 / 0;4369507;2018-04-04 21:40:12:073
0.5118;0.1329;9.3176;0.0;;;;NaN;;;;0 / 0;4370006;2018-04-04 21:40:12:572
0.829;-0.1826;9.4284;0.0;;;;NaN;;;;0 / 0;4370507;2018-04-04 21:40:13:073
1.4228;-0.6297;9.6037;0.0;;;;NaN;;;;0 / 0;4371006;2018-04-04 21:40:13:572
1.145;-0.5207;9.3266;0.0;;;;NaN;;;;0 / 0;4371506;2018-04-04 21:40:14:072
0.668;0.1161;9.4619;0.0;;;;NaN;;;;0 / 0;4372007;2018-04-04 21:40:14:573
0.3753;0.4459;9.5445;0.0;;;;NaN;;;;0 / 0;4372506;2018-04-04 21:40:15:072
0.3178;0.249;9.2668;0.0;;;;NaN;;;;0 / 0;4373006;2018-04-04 21:40:15:572
0.7093;-0.2352;9.2829;0.0;;;;NaN;;;;0 / 0;4373506;2018-04-04 21:40:16:072
1.254;-0.2693;9.6079;0.0;;;;NaN;;;;0 / 0;4374006;2018-04-04 21:40:16:572
1.3886;-0.3436;9.845;0.0;;;;NaN;;;;0 / 0;4374506;2018-04-04 21:40:17:072
0.9242;-0.2484;9.5541;0.0;;;;NaN;;;;0 / 0;4375006;2018-04-04 21:40:17:572
0.5022;0.0215;9.417;0.0;;;;NaN;;;;0 / 0;4375506;2018-04-04 21:40:18:072
0.2574;0.0215;9.0375;0.0;;;;NaN;;;;0 / 0;4376006;2018-04-04 21:40:18:572
0.3855;-0.0449;9.1075;0.0;;;;NaN;;;;0 / 0;4376507;2018-04-04 21:40:19:073
1.054;0.0682;9.9982;0.0;;;;NaN;;;;0 / 0;4377006;2018-04-04 21:40:19:572
1.6777;-0.0377;10.1544;0.0;;;;NaN;;;;0 / 0;4377506;2018-04-04 21:40:20:072
0.9523;-0.6177;9.0788;0.0;;;;NaN;;;;0 / 0;4378006;2018-04-04 21:40:20:572
0.574;-0.3567;8.6598;0.0;;;;NaN;;;;0 / 0;4378506;2018-04-04 21:40:21:072
0.4166;0.2592;9.3571;0.0;;;;NaN;;;;0 / 0;4379006;2018-04-04 21:40:21:572
0.6961;0.5273;9.9742;0.0;;;;NaN;;;;0 / 0;4379506;2018-04-04 21:40:22:072
0.8045;-0.158;9.6307;0.0;;;;NaN;;;;0 / 0;4380006;2018-04-04 21:40:22:572
1.0044;-0.3699;9.5565;0.0;;;;NaN;;;;0 / 0;4380506;2018-04-04 21:40:23:072
1.1744;-0.4752;9.4816;0.0;;;;NaN;;;;0 / 0;4381007;2018-04-04 21:40:23:573
0.656;-0.428;9.0082;0.0;;;;NaN;;;;0 / 0;4381507;2018-04-04 21:40:24:073
-0.3112;-0.0449;9.2039;0.0;;;;NaN;;;;0 / 0;4382006;2018-04-04 21:40:24:572
-0.0545;-0.0676;9.9132;0.0;;;;NaN;;;;0 / 0;4382506;2018-04-04 21:40:25:072
0.2436;-0.4878;9.9371;0.0;;;;NaN;;;;0 / 0;4383007;2018-04-04 21:40:25:573
0.5818;-1.3306;9.068;0.0;;;;NaN;;;;0 / 0;4383506;2018-04-04 21:40:26:072
0.568;-1.2204;8.9238;0.0;;;;NaN;;;;0 / 0;4384007;2018-04-04 21:40:26:573
0.5483;-0.4076;9.73;0.0;;;;NaN;;;;0 / 0;4384506;2018-04-04 21:40:27:072
0.1281;-0.1891;9.6822;0.0;;;;NaN;;;;0 / 0;4385006;2018-04-04 21:40:27:572
-0.2837;-0.2442;9.3368;0.0;;;;NaN;;;;0 / 0;4385506;2018-04-04 21:40:28:072
0.5291;-0.7075;9.3877;0.0;;;;NaN;;;;0 / 0;4386006;2018-04-04 21:40:28:572
0.7087;-0.9978;9.3661;0.0;;;;NaN;;;;0 / 0;4386507;2018-04-04 21:40:29:073
0.7883;-0.896;9.6265;0.0;;;;NaN;;;;0 / 0;4387006;2018-04-04 21:40:29:572
0.6524;-0.592;9.6941;0.0;;;;NaN;;;;0 / 0;4387507;2018-04-04 21:40:30:073
0.237;-0.2131;9.508;0.0;;;;NaN;;;;0 / 0;4388006;2018-04-04 21:40:30:572
-0.0551;-0.2358;9.2991;0.0;;;;NaN;;;;0 / 0;4388507;2018-04-04 21:40:31:073
-0.1377;-0.4597;9.1901;0.0;;;;NaN;;;;0 / 0;4389006;2018-04-04 21:40:31:572
0.5243;-0.726;9.4721;0.0;;;;NaN;;;;0 / 0;4389506;2018-04-04 21:40:32:072
0.9457;-0.8607;9.6833;0.0;;;;NaN;;;;0 / 0;4390006;2018-04-04 21:40:32:572
0.8176;-0.8302;9.5451;0.0;;;;NaN;;;;0 / 0;4390506;2018-04-04 21:40:33:072
0.346;-0.5794;9.5505;0.0;;;;NaN;;;;0 / 0;4391006;2018-04-04 21:40:33:572
-0.0198;-0.4106;9.3194;0.0;;;;NaN;;;;0 / 0;4391506;2018-04-04 21:40:34:072
-0.1652;-0.2699;9.0465;0.0;;;;NaN;;;;0 / 0;4392006;2018-04-04 21:40:34:572
0.3304;-0.3747;9.5684;0.0;;;;NaN;;;;0 / 0;4392507;2018-04-04 21:40:35:073
0.7482;-0.8404;9.8072;0.0;;;;NaN;;;;0 / 0;4393006;2018-04-04 21:40:35:572
0.6075;-1.0116;9.4188;0.0;;;;NaN;;;;0 / 0;4393507;2018-04-04 21:40:36:073
0.2975;-0.5812;9.3613;0.0;;;;NaN;;;;0 / 0;4394006;2018-04-04 21:40:36:572
0.0724;-0.2239;9.399;0.0;;;;NaN;;;;0 / 0;4394507;2018-04-04 21:40:37:073
-0.2568;-0.1161;9.4816;0.0;;;;NaN;;;;0 / 0;4395006;2018-04-04 21:40:37:572
0.009;-0.2676;9.6684;0.0;;;;NaN;;;;0 / 0;4395507;2018-04-04 21:40:38:073
0.4094;-0.6686;9.5996;0.0;;;;NaN;;;;0 / 0;4396006;2018-04-04 21:40:38:572
0.6243;-0.9379;9.3829;0.0;;;;NaN;;;;0 / 0;4396507;2018-04-04 21:40:39:073
0.4351;-0.6752;9.3709;0.0;;;;NaN;;;;0 / 0;4397006;2018-04-04 21:40:39:572
0.2939;-0.3891;9.5744;0.0;;;;NaN;;;;0 / 0;4397507;2018-04-04 21:40:40:073
0.0042;-0.1454;9.5732;0.0;;;;NaN;;;;0 / 0;4398006;2018-04-04 21:40:40:572
