sep=;;;;;;;;;;;;;;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.5886;1.7202;9.9778;0;45.817;NaN;0 / 0;3693516;2018-04-04 21:29:03:162;;;;;;
-1.6101;1.4437;10.0688;0;45.242;NaN;0 / 0;3694015;2018-04-04 21:29:03:661;;;;;;
-1.4796;0.8727;9.8713;0;45.479;NaN;0 / 0;3694516;2018-04-04 21:29:04:162;;;;;;
-1.3874;0.249;9.4463;0;43.846;NaN;0 / 0;3695016;2018-04-04 21:29:04:662;;;;;;
-1.5574;-0.1173;9.6618;0;45.786;NaN;0 / 0;3695516;2018-04-04 21:29:05:162;;;;;;
-1.6101;0.322;10.0449;0;44.754;NaN;0 / 0;3696016;2018-04-04 21:29:05:662;;;;;;
-1.4605;1.0618;9.7229;0;45.25;NaN;0 / 0;3696515;2018-04-04 21:29:06:161;;;;;;
-1.4174;1.7035;9.5086;0;44.157;NaN;0 / 0;3697016;2018-04-04 21:29:06:662;;;;;;
-1.561;1.4748;9.9264;0;43.64;NaN;0 / 0;3697515;2018-04-04 21:29:07:161;;;;;;
-1.567;0.5962;9.9108;0;44.469;NaN;0 / 0;3698016;2018-04-04 21:29:07:662;;;;;;
-1.5131;-0.0096;9.7947;0;44.276;NaN;0 / 0;3698516;2018-04-04 21:29:08:162;;;;;;
-1.4641;-0.0467;9.6438;0;45.942;NaN;0 / 0;3699016;2018-04-04 21:29:08:662;;;;;;
-1.5048;0.6117;9.6331;0;45.055;NaN;0 / 0;3699515;2018-04-04 21:29:09:161;;;;;;
-1.5443;1.4222;9.8641;0;44.008;NaN;0 / 0;3700015;2018-04-04 21:29:09:661;;;;;;
-1.5215;1.6819;9.8833;0;45.211;NaN;0 / 0;3700516;2018-04-04 21:29:10:162;;;;;;
-1.4174;1.2594;9.5361;0;43.902;NaN;0 / 0;3701015;2018-04-04 21:29:10:661;;;;;;
-1.5048;0.419;9.6678;0;43.983;NaN;0 / 0;3701516;2018-04-04 21:29:11:162;;;;;;
-1.652;-0.2263;10.1263;0;43.924;NaN;0 / 0;3702016;2018-04-04 21:29:11:662;;;;;;
-1.5682;-0.018;9.8198;0;44.269;NaN;0 / 0;3702516;2018-04-04 21:29:12:162;;;;;;
-1.3898;0.8619;9.481;0;44.245;NaN;0 / 0;3703016;2018-04-04 21:29:12:662;;;;;;
-1.4629;1.64;9.6522;0;44.35;NaN;0 / 0;3703516;2018-04-04 21:29:13:162;;;;;;
-1.6149;1.5838;10.0975;0;46.364;NaN;0 / 0;3704016;2018-04-04 21:29:13:662;;;;;;
-1.5251;1.0223;9.8366;0;48.178;NaN;0 / 0;3704515;2018-04-04 21:29:14:161;;;;;;
-1.4305;0.2322;9.5349;0;49.442;NaN;0 / 0;3705016;2018-04-04 21:29:14:662;;;;;;
-1.5766;-0.1532;9.924;0;48.537;NaN;0 / 0;3705516;2018-04-04 21:29:15:162;;;;;;
-1.5766;0.3938;9.906;0;46.654;NaN;0 / 0;3706016;2018-04-04 21:29:15:662;;;;;;
-1.4305;0.9337;9.5792;0;53.796;NaN;0 / 0;3706516;2018-04-04 21:29:16:162;;;;;;
-1.4461;1.6269;9.6211;0;52.32;NaN;0 / 0;3707015;2018-04-04 21:29:16:661;;;;;;
-1.5395;1.4916;9.7743;0;52.723;NaN;0 / 0;3707516;2018-04-04 21:29:17:162;;;;;;
-1.482;0.6752;9.6307;0;53.349;NaN;0 / 0;3708016;2018-04-04 21:29:17:662;;;;;;
-1.5191;0.17;9.833;0;57.629;NaN;0 / 0;3708516;2018-04-04 21:29:18:162;;;;;;
-1.5658;-0.0958;9.9503;0;58.526;NaN;0 / 0;3709016;2018-04-04 21:29:18:662;;;;;;
-1.5598;0.4669;9.8366;0;58.871;NaN;0 / 0;3709516;2018-04-04 21:29:19:162;;;;;;
-1.476;1.2354;9.7444;0;56.646;NaN;0 / 0;3710016;2018-04-04 21:29:19:662;;;;;;
-1.4317;1.4736;9.6079;0;52.63;NaN;0 / 0;3710516;2018-04-04 21:29:20:162;;;;;;
-1.4401;1.2318;9.5146;0;53.296;NaN;0 / 0;3711015;2018-04-04 21:29:20:661;;;;;;
-1.6412;0.4764;10.1347;0;52.909;NaN;0 / 0;3711516;2018-04-04 21:29:21:162;;;;;;
-1.6125;-0.0479;10.003;0;52.102;NaN;0 / 0;3712016;2018-04-04 21:29:21:662;;;;;;
-1.403;0.012;9.4236;0;50.43;NaN;0 / 0;3712516;2018-04-04 21:29:22:162;;;;;;
-1.4401;0.6931;9.5565;0;50.322;NaN;0 / 0;3713016;2018-04-04 21:29:22:662;;;;;;
-1.6305;1.4664;10.1562;0;51.031;NaN;0 / 0;3713515;2018-04-04 21:29:23:161;;;;;;
-1.4461;1.4784;9.5337;0;52.11;NaN;0 / 0;3714016;2018-04-04 21:29:23:662;;;;;;
-1.3647;1.0762;9.2727;0;49.314;NaN;0 / 0;3714516;2018-04-04 21:29:24:162;;;;;;
-1.6173;0.34;10.1359;0;49.117;NaN;0 / 0;3715016;2018-04-04 21:29:24:662;;;;;;
-1.6185;-0.0096;10.0748;0;50.612;NaN;0 / 0;3715516;2018-04-04 21:29:25:162;;;;;;
-1.4234;0.2717;9.4631;0;47.389;NaN;0 / 0;3716016;2018-04-04 21:29:25:662;;;;;;
-1.4748;0.8643;9.7468;0;47.057;NaN;0 / 0;3716516;2018-04-04 21:29:26:162;;;;;;
-1.5167;1.3755;9.8797;0;47.841;NaN;0 / 0;3717016;2018-04-04 21:29:26:662;;;;;;
-1.4569;1.3288;9.4954;0;47.224;NaN;0 / 0;3717516;2018-04-04 21:29:27:162;;;;;;
-1.5383;0.7362;9.815;0;49.083;NaN;0 / 0;3718016;2018-04-04 21:29:27:662;;;;;;
-1.5419;0.1652;9.9288;0;47.961;NaN;0 / 0;3718516;2018-04-04 21:29:28:162;;;;;;
-1.5012;0.0814;9.6857;0;48.37;NaN;0 / 0;3719016;2018-04-04 21:29:28:662;;;;;;
-1.5455;0.5183;9.9084;0;49.301;NaN;0 / 0;3719516;2018-04-04 21:29:29:162;;;;;;
-1.5131;1.1504;9.815;0;50.65;NaN;0 / 0;3720016;2018-04-04 21:29:29:662;;;;;;
-1.4126;1.3886;9.4906;0;47.05;NaN;0 / 0;3720516;2018-04-04 21:29:30:162;;;;;;
-1.5179;1.0487;9.7779;0;47.915;NaN;0 / 0;3721016;2018-04-04 21:29:30:662;;;;;;
-1.585;0.4561;9.9659;0;47.085;NaN;0 / 0;3721516;2018-04-04 21:29:31:162;;;;;;
-1.5191;0.1736;9.7504;0;45.561;NaN;0 / 0;3722016;2018-04-04 21:29:31:662;;;;;;
-1.488;0.3316;9.7683;0;45.995;NaN;0 / 0;3722516;2018-04-04 21:29:32:162;;;;;;
-1.5239;0.7542;9.8893;0;45.985;NaN;0 / 0;3723016;2018-04-04 21:29:32:662;;;;;;
-1.4724;1.2941;9.6391;0;44.998;NaN;0 / 0;3723515;2018-04-04 21:29:33:161;;;;;;
-1.4712;1.3827;9.6379;0;45.68;NaN;0 / 0;3724016;2018-04-04 21:29:33:662;;;;;;
-1.5598;0.9349;9.9132;0;44.651;NaN;0 / 0;3724516;2018-04-04 21:29:34:162;;;;;;
-1.5874;0.1556;10.0126;0;44.784;NaN;0 / 0;3725016;2018-04-04 21:29:34:662;;;;;;
-1.4317;0.1305;9.5469;0;46.433;NaN;0 / 0;3725516;2018-04-04 21:29:35:162;;;;;;
-1.4748;0.6907;9.6534;0;45.68;NaN;0 / 0;3726015;2018-04-04 21:29:35:661;;;;;;
-1.585;1.1133;9.9814;0;45.816;NaN;0 / 0;3726516;2018-04-04 21:29:36:162;;;;;;
-1.5838;1.2186;9.9503;0;46.137;NaN;0 / 0;3727016;2018-04-04 21:29:36:662;;;;;;
-1.4377;0.9972;9.6175;0;46.155;NaN;0 / 0;3727516;2018-04-04 21:29:37:162;;;;;;
-1.4377;0.5614;9.4822;0;46.538;NaN;0 / 0;3728016;2018-04-04 21:29:37:662;;;;;;
-1.5574;0.2107;9.8809;0;47.569;NaN;0 / 0;3728515;2018-04-04 21:29:38:161;;;;;;
-1.5682;0.3412;9.9264;0;45.574;NaN;0 / 0;3729016;2018-04-04 21:29:38:662;;;;;;
-1.5191;0.9637;9.7659;0;45.253;NaN;0 / 0;3729516;2018-04-04 21:29:39:162;;;;;;
-1.4712;1.342;9.6786;0;45.824;NaN;0 / 0;3730016;2018-04-04 21:29:39:662;;;;;;
-1.4413;1.1779;9.5636;0;44.262;NaN;0 / 0;3730516;2018-04-04 21:29:40:162;;;;;;
-1.5227;0.7422;9.7504;0;45.094;NaN;0 / 0;3731015;2018-04-04 21:29:40:661;;;;;;
-1.5634;0.3639;9.9323;0;44.447;NaN;0 / 0;3731516;2018-04-04 21:29:41:162;;;;;;
-1.5287;0.4322;9.8258;0;43.723;NaN;0 / 0;3732016;2018-04-04 21:29:41:662;;;;;;
-1.488;0.6393;9.7073;0;45.076;NaN;0 / 0;3732516;2018-04-04 21:29:42:162;;;;;;
-1.5036;0.8571;9.7707;0;43.864;NaN;0 / 0;3733016;2018-04-04 21:29:42:662;;;;;;
-1.5586;1.1384;9.9563;0;44.375;NaN;0 / 0;3733515;2018-04-04 21:29:43:161;;;;;;
-1.4832;0.9864;9.6833;0;44.641;NaN;0 / 0;3734016;2018-04-04 21:29:43:662;;;;;;
-1.4269;0.5746;9.4619;0;45.102;NaN;0 / 0;3734516;2018-04-04 21:29:44:162;;;;;;
-1.5622;0.2526;9.8952;0;45.773;NaN;0 / 0;3735016;2018-04-04 21:29:44:662;;;;;;
-1.5742;0.5411;10.0149;0;45.827;NaN;0 / 0;3735516;2018-04-04 21:29:45:162;;;;;;
-1.4976;0.9577;9.7779;0;45.025;NaN;0 / 0;3736015;2018-04-04 21:29:45:661;;;;;;
-1.4916;1.0127;9.7839;0;44.616;NaN;0 / 0;3736516;2018-04-04 21:29:46:162;;;;;;
-1.476;0.9122;9.6295;0;45.072;NaN;0 / 0;3737016;2018-04-04 21:29:46:662;;;;;;
-1.5024;0.8056;9.6738;0;43.998;NaN;0 / 0;3737516;2018-04-04 21:29:47:162;;;;;;
-1.5646;0.5112;9.9766;0;44.518;NaN;0 / 0;3738016;2018-04-04 21:29:47:662;;;;;;
-1.5443;0.3903;9.9383;0;43.957;NaN;0 / 0;3738515;2018-04-04 21:29:48:161;;;;;;
-1.4605;0.5519;9.6462;0;43.956;NaN;0 / 0;3739016;2018-04-04 21:29:48:662;;;;;;
-1.4952;1.0163;9.7372;0;45.004;NaN;0 / 0;3739516;2018-04-04 21:29:49:162;;;;;;
-1.5227;1.0822;9.7827;0;44.843;NaN;0 / 0;3740016;2018-04-04 21:29:49:662;;;;;;
-1.506;0.8535;9.7444;0;44.369;NaN;0 / 0;3740515;2018-04-04 21:29:50:161;;;;;;
-1.5383;0.5375;9.9288;0;44.287;NaN;0 / 0;3741016;2018-04-04 21:29:50:662;;;;;;
-1.549;0.3603;9.9623;0;44.514;NaN;0 / 0;3741516;2018-04-04 21:29:51:162;;;;;;
-1.4533;0.5854;9.5241;0;44.883;NaN;0 / 0;3742016;2018-04-04 21:29:51:662;;;;;;
-1.4257;0.7961;9.4894;0;44.968;NaN;0 / 0;3742516;2018-04-04 21:29:52:162;;;;;;
-1.5479;1.1181;9.9599;0;43.796;NaN;0 / 0;3743015;2018-04-04 21:29:52:661;;;;;;
-1.5814;1.0487;9.9671;0;42.973;NaN;0 / 0;3743516;2018-04-04 21:29:53:162;;;;;;
-1.4916;0.6452;9.7025;0;44.235;NaN;0 / 0;3744016;2018-04-04 21:29:53:662;;;;;;
-1.4593;0.2813;9.572;0;45.256;NaN;0 / 0;3744516;2018-04-04 21:29:54:162;;;;;;
-1.5119;0.2969;9.7205;0;44.987;NaN;0 / 0;3745016;2018-04-04 21:29:54:662;;;;;;
-1.5658;0.8212;9.979;0;43.897;NaN;0 / 0;3745516;2018-04-04 21:29:55:162;;;;;;
-1.4653;1.2031;9.7384;0;43.604;NaN;0 / 0;3746016;2018-04-04 21:29:55:662;;;;;;
-1.4772;1.1827;9.6462;0;42.187;NaN;0 / 0;3746516;2018-04-04 21:29:56:162;;;;;;
-1.5191;0.7506;9.7157;0;43.136;NaN;0 / 0;3747016;2018-04-04 21:29:56:662;;;;;;
-1.5526;0.2981;9.8893;0;43.927;NaN;0 / 0;3747516;2018-04-04 21:29:57:162;;;;;;
-1.5455;0.2095;9.8629;0;42.642;NaN;0 / 0;3748016;2018-04-04 21:29:57:662;;;;;;
-1.5095;0.4657;9.7444;0;43.78;NaN;0 / 0;3748516;2018-04-04 21:29:58:162;;;;;;
-1.4557;0.9768;9.6522;0;43.708;NaN;0 / 0;3749016;2018-04-04 21:29:58:662;;;;;;
-1.5012;1.2354;9.8378;0;43.791;NaN;0 / 0;3749515;2018-04-04 21:29:59:161;;;;;;
-1.5814;1.0139;9.9096;0;43.563;NaN;0 / 0;3750015;2018-04-04 21:29:59:661;;;;;;
-1.5203;0.5986;9.7384;0;44.694;NaN;0 / 0;3750516;2018-04-04 21:30:00:162;;;;;;
-1.4688;0.1832;9.7456;0;43.075;NaN;0 / 0;3751016;2018-04-04 21:30:00:662;;;;;;
-1.579;0.2251;9.9635;0;43.795;NaN;0 / 0;3751515;2018-04-04 21:30:01:161;;;;;;
-1.5251;0.7889;9.748;0;43.882;NaN;0 / 0;3752016;2018-04-04 21:30:01:662;;;;;;
-1.3946;1.1576;9.4715;0;43.478;NaN;0 / 0;3752516;2018-04-04 21:30:02:162;;;;;;
-1.5095;1.1947;9.7396;0;43.994;NaN;0 / 0;3753016;2018-04-04 21:30:02:662;;;;;;
-1.6412;0.832;10.1239;0;44.43;NaN;0 / 0;3753516;2018-04-04 21:30:03:162;;;;;;
-1.4952;0.3735;9.8031;0;44.075;NaN;0 / 0;3754016;2018-04-04 21:30:03:662;;;;;;
-1.3779;0.1915;9.4008;0;44.633;NaN;0 / 0;3754516;2018-04-04 21:30:04:162;;;;;;
-1.4988;0.395;9.6199;0;44.007;NaN;0 / 0;3755015;2018-04-04 21:30:04:661;;;;;;
-1.6352;0.9182;10.1299;0;43.295;NaN;0 / 0;3755516;2018-04-04 21:30:05:162;;;;;;
-1.5287;1.2941;9.8785;0;43.881;NaN;0 / 0;3756016;2018-04-04 21:30:05:662;;;;;;
-1.4341;1.1636;9.5265;0;44.497;NaN;0 / 0;3756516;2018-04-04 21:30:06:162;;;;;;
-1.4509;0.6165;9.6187;0;43.741;NaN;0 / 0;3757016;2018-04-04 21:30:06:662;;;;;;
-1.5945;0.2095;9.9982;0;44.192;NaN;0 / 0;3757516;2018-04-04 21:30:07:162;;;;;;
-1.5574;0.3448;9.8617;0;44.773;NaN;0 / 0;3758015;2018-04-04 21:30:07:661;;;;;;
-1.4988;0.5806;9.7229;0;43.952;NaN;0 / 0;3758516;2018-04-04 21:30:08:162;;;;;;
-1.4425;0.9888;9.6151;0;44.101;NaN;0 / 0;3759016;2018-04-04 21:30:08:662;;;;;;
-1.5371;1.1564;9.8641;0;44.324;NaN;0 / 0;3759516;2018-04-04 21:30:09:162;;;;;;
-1.5347;0.9421;9.8653;0;43.855;NaN;0 / 0;3760016;2018-04-04 21:30:09:662;;;;;;
-1.4641;0.6512;9.6498;0;43.904;NaN;0 / 0;3760515;2018-04-04 21:30:10:161;;;;;;
-1.5203;0.1903;9.7612;0;44.062;NaN;0 / 0;3761016;2018-04-04 21:30:10:662;;;;;;
-1.5838;0.2813;9.9527;0;43.45;NaN;0 / 0;3761516;2018-04-04 21:30:11:162;;;;;;
-1.4664;0.8607;9.7169;0;44.238;NaN;0 / 0;3762016;2018-04-04 21:30:11:662;;;;;;
-1.4365;1.1899;9.6163;0;43.225;NaN;0 / 0;3762516;2018-04-04 21:30:12:162;;;;;;
-1.5646;1.1504;9.827;0;43.49;NaN;0 / 0;3763016;2018-04-04 21:30:12:662;;;;;;
-1.5586;0.7147;9.9359;0;43.532;NaN;0 / 0;3763516;2018-04-04 21:30:13:162;;;;;;
-1.4521;0.3579;9.6319;0;43.86;NaN;0 / 0;3764016;2018-04-04 21:30:13:662;;;;;;
-1.4664;0.3017;9.5996;0;43.006;NaN;0 / 0;3764516;2018-04-04 21:30:14:162;;;;;;
-1.5467;0.4884;9.8881;0;43.401;NaN;0 / 0;3765016;2018-04-04 21:30:14:662;;;;;;
-1.5658;0.9637;10.0329;0;43.236;NaN;0 / 0;3765516;2018-04-04 21:30:15:162;;;;;;
-1.4952;1.1827;9.7037;0;43.38;NaN;0 / 0;3766016;2018-04-04 21:30:15:662;;;;;;
-1.4653;0.996;9.5505;0;42.478;NaN;0 / 0;3766515;2018-04-04 21:30:16:161;;;;;;
-1.5251;0.5567;9.8222;0;43.169;NaN;0 / 0;3767016;2018-04-04 21:30:16:662;;;;;;
-1.4976;0.3891;9.7109;0;44.378;NaN;0 / 0;3767516;2018-04-04 21:30:17:162;;;;;;
-1.4772;0.6045;9.6019;0;46.379;NaN;0 / 0;3768016;2018-04-04 21:30:17:662;;;;;;
-1.5431;0.9134;9.8928;0;44.228;NaN;0 / 0;3768516;2018-04-04 21:30:18:162;;;;;;
-1.5814;1.1408;10.0317;0;44.557;NaN;0 / 0;3769015;2018-04-04 21:30:18:661;;;;;;
-1.4617;1.0523;9.6043;0;42.968;NaN;0 / 0;3769516;2018-04-04 21:30:19:162;;;;;;
-1.4653;0.7266;9.5421;0;44.115;NaN;0 / 0;3770016;2018-04-04 21:30:19:662;;;;;;
-1.5119;0.5004;9.8138;0;43.862;NaN;0 / 0;3770516;2018-04-04 21:30:20:162;;;;;;
-1.5886;0.425;10.0724;0;43.697;NaN;0 / 0;3771016;2018-04-04 21:30:20:662;;;;;;
-1.5071;0.7614;9.8497;0;43.374;NaN;0 / 0;3771515;2018-04-04 21:30:21:161;;;;;;
-1.3862;1.1408;9.3925;0;48.363;NaN;0 / 0;3772016;2018-04-04 21:30:21:662;;;;;;
-1.488;1.1181;9.6379;0;42.822;NaN;0 / 0;3772516;2018-04-04 21:30:22:162;;;;;;
-1.6592;0.7434;10.1562;0;43.644;NaN;0 / 0;3773016;2018-04-04 21:30:22:662;;;;;;
-1.4952;0.4549;9.7372;0;43.584;NaN;0 / 0;3773516;2018-04-04 21:30:23:162;;;;;;
-1.385;0.5578;9.4595;0;42.762;NaN;0 / 0;3774015;2018-04-04 21:30:23:661;;;;;;
-1.4952;0.7338;9.7372;0;43.664;NaN;0 / 0;3774516;2018-04-04 21:30:24:162;;;;;;
-1.6065;1.0139;10.076;0;43.821;NaN;0 / 0;3775016;2018-04-04 21:30:24:662;;;;;;
-1.4712;1.1109;9.7037;0;43.248;NaN;0 / 0;3775516;2018-04-04 21:30:25:162;;;;;;
-1.5012;0.8236;9.7073;0;42.725;NaN;0 / 0;3776016;2018-04-04 21:30:25:662;;;;;;
-1.5371;0.5088;9.7887;0;43.428;NaN;0 / 0;3776516;2018-04-04 21:30:26:162;;;;;;
-1.5407;0.3974;9.8964;0;43.31;NaN;0 / 0;3777016;2018-04-04 21:30:26:662;;;;;;
-1.4904;0.7171;9.7588;0;44.43;NaN;0 / 0;3777516;2018-04-04 21:30:27:162;;;;;;
-1.482;0.9433;9.6869;0;43.5;NaN;0 / 0;3778015;2018-04-04 21:30:27:661;;;;;;
-1.4844;1.0343;9.6295;0;44.292;NaN;0 / 0;3778516;2018-04-04 21:30:28:162;;;;;;
-1.5383;0.9888;9.8857;0;43.546;NaN;0 / 0;3779016;2018-04-04 21:30:28:662;;;;;;
-1.5634;0.5782;9.9407;0;44.053;NaN;0 / 0;3779516;2018-04-04 21:30:29:162;;;;;;
-1.4916;0.3579;9.6642;0;44.279;NaN;0 / 0;3780016;2018-04-04 21:30:29:662;;;;;;
-1.5;0.5183;9.6857;0;43.375;NaN;0 / 0;3780516;2018-04-04 21:30:30:162;;;;;;
-1.4593;0.8775;9.6462;0;42.995;NaN;0 / 0;3781016;2018-04-04 21:30:30:662;;;;;;
-1.5275;1.1396;9.8617;0;43.874;NaN;0 / 0;3781516;2018-04-04 21:30:31:162;;;;;;
-1.5945;1.0714;10.0449;0;42.814;NaN;0 / 0;3782016;2018-04-04 21:30:31:662;;;;;;
-1.5143;0.7027;9.821;0;43.781;NaN;0 / 0;3782516;2018-04-04 21:30:32:162;;;;;;
-1.4078;0.51;9.4727;0;42.961;NaN;0 / 0;3783016;2018-04-04 21:30:32:662;;;;;;
-1.5407;0.4274;9.7983;0;43.82;NaN;0 / 0;3783516;2018-04-04 21:30:33:162;;;;;;
-1.6185;0.644;10.1179;0;43.255;NaN;0 / 0;3784015;2018-04-04 21:30:33:661;;;;;;
-1.5215;0.9708;9.8665;0;44.091;NaN;0 / 0;3784516;2018-04-04 21:30:34:162;;;;;;
-1.3874;1.0894;9.3134;0;43.671;NaN;0 / 0;3785016;2018-04-04 21:30:34:662;;;;;;
-1.5143;0.9002;9.7827;0;44.152;NaN;0 / 0;3785516;2018-04-04 21:30:35:162;;;;;;
-1.6269;0.5698;10.2448;0;43.85;NaN;0 / 0;3786016;2018-04-04 21:30:35:662;;;;;;
-1.5371;0.3747;9.7564;0;44.416;NaN;0 / 0;3786516;2018-04-04 21:30:36:162;;;;;;
-1.4078;0.577;9.408;0;44.274;NaN;0 / 0;3787016;2018-04-04 21:30:36:662;;;;;;
-1.5095;0.8966;9.8007;0;44.159;NaN;0 / 0;3787516;2018-04-04 21:30:37:162;;;;;;
-1.5957;0.9313;9.9778;0;44.28;NaN;0 / 0;3788016;2018-04-04 21:30:37:662;;;;;;
-1.494;0.9589;9.7336;0;44.426;NaN;0 / 0;3788516;2018-04-04 21:30:38:162;;;;;;
-1.4437;0.8583;9.6582;0;44.487;NaN;0 / 0;3789016;2018-04-04 21:30:38:662;;;;;;
-1.5287;0.5423;9.8246;0;44.174;NaN;0 / 0;3789516;2018-04-04 21:30:39:162;;;;;;
-1.6305;0.3783;10.0676;0;44.585;NaN;0 / 0;3790016;2018-04-04 21:30:39:662;;;;;;
-1.5024;0.7087;9.8126;0;44.679;NaN;0 / 0;3790516;2018-04-04 21:30:40:162;;;;;;
-1.3827;0.9254;9.4128;0;44.247;NaN;0 / 0;3791015;2018-04-04 21:30:40:661;;;;;;
-1.4988;0.9242;9.6175;0;43.888;NaN;0 / 0;3791516;2018-04-04 21:30:41:162;;;;;;
-1.6029;0.8942;10.0736;0;45.185;NaN;0 / 0;3792016;2018-04-04 21:30:41:662;;;;;;
-1.4593;0.7661;9.6989;0;43.964;NaN;0 / 0;3792516;2018-04-04 21:30:42:162;;;;;;
-1.4832;0.5758;9.5852;0;44.281;NaN;0 / 0;3793016;2018-04-04 21:30:42:662;;;;;;
-1.5957;0.565;10.0126;0;44.297;NaN;0 / 0;3793516;2018-04-04 21:30:43:162;;;;;;
-1.5538;0.6764;10.0042;0;45.782;NaN;0 / 0;3794016;2018-04-04 21:30:43:662;;;;;;
-1.4186;0.8152;9.4774;0;44.25;NaN;0 / 0;3794515;2018-04-04 21:30:44:161;;;;;;
-1.476;0.9337;9.584;0;44.951;NaN;0 / 0;3795016;2018-04-04 21:30:44:662;;;;;;
-1.5443;0.8559;9.8881;0;44.172;NaN;0 / 0;3795516;2018-04-04 21:30:45:162;;;;;;
-1.5036;0.6967;9.6929;0;44.477;NaN;0 / 0;3796016;2018-04-04 21:30:45:662;;;;;;
-1.5455;0.6428;9.9587;0;44.437;NaN;0 / 0;3796516;2018-04-04 21:30:46:162;;;;;;
-1.5479;0.6357;10.003;0;46.2;NaN;0 / 0;3797016;2018-04-04 21:30:46:662;;;;;;
-1.4629;0.7398;9.6319;0;45.032;NaN;0 / 0;3797516;2018-04-04 21:30:47:162;;;;;;
-1.4748;0.9266;9.6331;0;44.555;NaN;0 / 0;3798015;2018-04-04 21:30:47:661;;;;;;
-1.5203;0.7961;9.7624;0;45.426;NaN;0 / 0;3798516;2018-04-04 21:30:48:162;;;;;;
-1.5526;0.6081;9.8569;0;45.145;NaN;0 / 0;3799016;2018-04-04 21:30:48:662;;;;;;
-1.5838;0.674;10.0377;0;46.045;NaN;0 / 0;3799516;2018-04-04 21:30:49:162;;;;;;
-1.4569;0.7242;9.6391;0;44.825;NaN;0 / 0;3800015;2018-04-04 21:30:49:661;;;;;;
-1.4186;0.8188;9.5158;0;45.095;NaN;0 / 0;3800516;2018-04-04 21:30:50:162;;;;;;
-1.5814;0.929;10.0221;0;45.473;NaN;0 / 0;3801016;2018-04-04 21:30:50:662;;;;;;
-1.5862;0.9074;9.9575;0;45.29;NaN;0 / 0;3801516;2018-04-04 21:30:51:162;;;;;;
-1.4748;0.5902;9.5936;0;44.831;NaN;0 / 0;3802016;2018-04-04 21:30:51:662;;;;;;
-1.5071;0.4585;9.8354;0;46.323;NaN;0 / 0;3802515;2018-04-04 21:30:52:161;;;;;;
-1.5443;0.7374;9.9311;0;44.53;NaN;0 / 0;3803016;2018-04-04 21:30:52:662;;;;;;
-1.5048;0.923;9.7779;0;45.531;NaN;0 / 0;3803516;2018-04-04 21:30:53:162;;;;;;
-1.4868;0.996;9.6917;0;45.066;NaN;0 / 0;3804015;2018-04-04 21:30:53:661;;;;;;
-1.4988;0.9373;9.8078;0;45.167;NaN;0 / 0;3804516;2018-04-04 21:30:54:162;;;;;;
-1.5443;0.6476;9.8378;0;45.65;NaN;0 / 0;3805016;2018-04-04 21:30:54:662;;;;;;
-1.5071;0.3364;9.6678;0;45.787;NaN;0 / 0;3805516;2018-04-04 21:30:55:162;;;;;;
-1.488;0.4166;9.681;0;45.667;NaN;0 / 0;3806016;2018-04-04 21:30:55:662;;;;;;
-1.5443;0.8859;9.9395;0;46.089;NaN;0 / 0;3806515;2018-04-04 21:30:56:161;;;;;;
-1.5287;1.172;9.8893;0;45.776;NaN;0 / 0;3807016;2018-04-04 21:30:56:662;;;;;;
-1.4653;1.1241;9.6223;0;45.469;NaN;0 / 0;3807516;2018-04-04 21:30:57:162;;;;;;
-1.5646;0.7793;9.991;0;46.166;NaN;0 / 0;3808016;2018-04-04 21:30:57:662;;;;;;
-1.4629;0.4094;9.6007;0;45.976;NaN;0 / 0;3808516;2018-04-04 21:30:58:162;;;;;;
-1.4509;0.2765;9.4798;0;45.808;NaN;0 / 0;3809016;2018-04-04 21:30:58:662;;;;;;
-1.5897;0.5219;9.9647;0;46.027;NaN;0 / 0;3809516;2018-04-04 21:30:59:162;;;;;;
-1.5287;1.063;9.8653;0;46.09;NaN;0 / 0;3810016;2018-04-04 21:30:59:662;;;;;;
-1.4293;1.2378;9.5696;0;45.622;NaN;0 / 0;3810516;2018-04-04 21:31:00:162;;;;;;
-1.4928;1.0558;9.742;0;46.076;NaN;0 / 0;3811016;2018-04-04 21:31:00:662;;;;;;
-1.573;0.6393;9.93;0;47.944;NaN;0 / 0;3811515;2018-04-04 21:31:01:161;;;;;;
-1.5203;0.3484;9.7588;0;47.216;NaN;0 / 0;3812016;2018-04-04 21:31:01:662;;;;;;
-1.4461;0.3938;9.5612;0;47.131;NaN;0 / 0;3812516;2018-04-04 21:31:02:162;;;;;;
-1.5347;0.7781;9.8881;0;46.939;NaN;0 / 0;3813016;2018-04-04 21:31:02:662;;;;;;
-1.5359;1.2629;9.8126;0;45.129;NaN;0 / 0;3813516;2018-04-04 21:31:03:162;;;;;;
-1.4521;1.2378;9.6019;0;46.028;NaN;0 / 0;3814015;2018-04-04 21:31:03:661;;;;;;
